Name,Genre,Platform,Publisher,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
GRID 2,Racing,PS3,Codemasters,2013.0,0.07,0.23,0.01,0.09,0.39
Juiced 2: Hot Import Nights,Racing,PS2,THQ,2007.0,0.19,0.15,0.01,0.05,0.39
Dungeon Siege III,Role-Playing,PS3,Square Enix,2011.0,0.17,0.14,0.03,0.06,0.39
NBA Live 09,Sports,PS2,Electronic Arts,2008.0,0.32,0.01,0.01,0.05,0.39
Rune Factory: Frontier,Role-Playing,Wii,Rising Star Games,2008.0,0.18,0.14,0.04,0.04,0.39
NBA Live 09,Sports,PSP,Electronic Arts,2008.0,0.23,0.07,0.03,0.06,0.39
LocoRoco,Platform,PSP,Sony Computer Entertainment,2006.0,0.14,0.05,0.16,0.04,0.39
Metal Gear Solid: The Legacy Collection,Adventure,PS3,Konami Digital Entertainment,2013.0,0.31,0.01,0.03,0.05,0.39
Project X Zone,Role-Playing,3DS,Namco Bandai Games,2012.0,0.18,0.04,0.15,0.02,0.39
Red Faction: Armageddon,Shooter,X360,THQ,2011.0,0.18,0.17,0.01,0.04,0.39
Combat of Giants: Dinosaurs 3D,Strategy,3DS,Ubisoft,2011.0,0.25,0.06,0.05,0.03,0.39
Chibi-Robo! Plug into Adventure!,Adventure,GC,Nintendo,2005.0,0.23,0.06,0.09,0.01,0.39
Kengo: Master of Bushido,Fighting,PS2,Ubisoft,2000.0,0.16,0.13,0.06,0.04,0.39
Samurai Warriors Chronicles,Action,3DS,Tecmo Koei,2011.0,0.12,0.05,0.2,0.01,0.39
Tomb Raider: Legend,Action,X360,Eidos Interactive,2006.0,0.27,0.08,0.01,0.03,0.39
Saints Row IV,Action,PS4,Deep Silver,2015.0,0.13,0.17,0.03,0.06,0.38
One Piece: Unlimited World Red,Action,3DS,Namco Bandai Games,2013.0,0.05,0.04,0.28,0.01,0.38
Shin Megami Tensei: Nocturne,Role-Playing,PS2,Ghostlight,2003.0,0.07,0.05,0.25,0.02,0.38
Dragon's Crown,Role-Playing,PSV,Nippon Ichi Software,2013.0,0.16,0.05,0.12,0.05,0.38
Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,Wii,Rising Star Games,2009.0,0.17,0.12,0.06,0.03,0.38
Naruto Shippuden: Ultimate Ninja Heroes 3,Fighting,PSP,Namco Bandai Games,2009.0,0.13,0.04,0.19,0.03,0.38
ESPN Extreme Games,Sports,PS,Sony Computer Entertainment,1994.0,0.11,0.08,0.17,0.03,0.38
Tales of Zestiria,Role-Playing,PS4,Namco Bandai Games,2015.0,0.16,0.15,0.02,0.06,0.38
Metal Gear Solid: Snake Eater 3D,Action,3DS,Konami Digital Entertainment,2012.0,0.15,0.11,0.1,0.02,0.38
Grandia Xtreme,Role-Playing,PS2,Enix Corporation,2002.0,0.07,0.05,0.25,0.02,0.38
EA Sports MMA,Fighting,PS3,Electronic Arts,2010.0,0.16,0.15,0.01,0.06,0.38
Pokemon Channel,Adventure,GC,Nintendo,2003.0,0.24,0.06,0.07,0.01,0.38
Etrian Odyssey IV: Legends of the Titans,Role-Playing,3DS,Atlus,2012.0,0.12,0.05,0.2,0.01,0.38
FIFA 17,Sports,PS3,Electronic Arts,2016.0,0.02,0.29,0.01,0.05,0.38
Toukiden: The Age of Demons,Action,PSV,Tecmo Koei,2013.0,0.05,0.05,0.25,0.03,0.38
Pro Evolution Soccer 2011 3D,Sports,3DS,Konami Digital Entertainment,2011.0,0.11,0.13,0.11,0.02,0.38
Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,3DS,Ghostlight,2011.0,0.28,0.01,0.06,0.02,0.38
Dragon Ball Z: Attack of the Saiyans,Role-Playing,DS,Namco Bandai Games,2009.0,0.13,0.02,0.21,0.01,0.38
Super Dragon Ball Z,Fighting,PS2,Atari,2006.0,0.09,0.07,0.19,0.02,0.37
Naruto Shippuden: Ninja Destiny 2,Fighting,DS,Takara Tomy,2008.0,0.19,0.03,0.13,0.02,0.37
Life is Strange,Adventure,PS4,Square Enix,2016.0,0.14,0.15,0.03,0.06,0.37
Kingdom Under Fire: Circle of Doom,Role-Playing,X360,Microsoft Game Studios,2007.0,0.18,0.12,0.04,0.04,0.37
Kileak: The DNA Imperative,Shooter,PS,Sony Computer Entertainment,1994.0,0.08,0.06,0.21,0.02,0.37
Prince of Persia: The Forgotten Sands,Action,PSP,Ubisoft,2010.0,0.09,0.18,0.01,0.1,0.37
Dungeon Siege III,Role-Playing,X360,Square Enix,2011.0,0.21,0.12,0.01,0.03,0.37
FIFA Soccer 13,Action,PSP,Electronic Arts,2012.0,0.05,0.19,0.02,0.1,0.37
Bionic Commando,Platform,PS3,Capcom,2009.0,0.12,0.17,0.01,0.07,0.37
Dishonored,Action,PS4,Bethesda Softworks,2015.0,0.11,0.18,0.02,0.06,0.37
FIFA Street 2,Sports,PS2,Electronic Arts,2006.0,0.17,0.13,0.02,0.04,0.37
Theatrhythm Final Fantasy: Curtain Call,Misc,3DS,Square Enix,2014.0,0.13,0.08,0.15,0.02,0.37
Trauma Center: Under the Knife,Simulation,DS,Nintendo,2005.0,0.3,0.01,0.02,0.03,0.37
Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,PS2,Namco Bandai Games,2006.0,0.09,0.07,0.18,0.02,0.37
Dragon Ball Z: Infinite World,Fighting,PS2,Namco Bandai Games,2008.0,0.08,0.06,0.21,0.02,0.36
Tom Clancy's HAWX 2,Action,X360,Ubisoft,2010.0,0.24,0.09,0.01,0.03,0.36
Resident Evil Zero,Action,PS4,Capcom,2016.0,0.09,0.17,0.05,0.05,0.36
Valkyrie Profile: Lenneth,Role-Playing,PSP,Square Enix,2006.0,0.17,0.01,0.16,0.02,0.36
LocoRoco 2,Platform,PSP,Sony Computer Entertainment,2008.0,0.21,0.09,0.01,0.05,0.36
Monster Rancher 3,Simulation,PS2,Tecmo Koei,2001.0,0.11,0.09,0.14,0.03,0.36
BlazBlue: Calamity Trigger,Fighting,X360,PQube,2009.0,0.21,0.08,0.04,0.03,0.36
Earth Defense Force 2025,Shooter,PS3,D3Publisher,2013.0,0.04,0.03,0.27,0.02,0.36
Okage: Shadow King,Role-Playing,PS2,Sony Computer Entertainment,2001.0,0.14,0.11,0.08,0.04,0.36
Mystical Ninja starring Goemon,Action,N64,Konami Digital Entertainment,1997.0,0.07,0.02,0.23,0.04,0.36
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Fighting,PSV,Marvelous Entertainment,2013.0,0.13,0.02,0.16,0.05,0.36
Call of Duty: Ghosts,Shooter,WiiU,Activision,2013.0,0.23,0.09,0.01,0.03,0.36
Mega Man Zero Collection,Platform,DS,Capcom,2010.0,0.21,0.02,0.11,0.02,0.36
Formula 1 Championship Edition,Racing,PS,Psygnosis,1997.0,0.06,0.04,0.23,0.02,0.36
Trauma Center: Second Opinion,Simulation,Wii,Nintendo,2006.0,0.28,0.02,0.03,0.03,0.35
Suikoden V,Role-Playing,PS2,Konami Digital Entertainment,2006.0,0.08,0.06,0.19,0.02,0.35
Battalion Wars 2,Strategy,Wii,Nintendo,2007.0,0.22,0.03,0.08,0.02,0.35
Tekken Tag Tournament 2,Fighting,X360,Namco Bandai Games,2012.0,0.19,0.12,0.01,0.03,0.35
Fossil Fighters: Frontier,Role-Playing,3DS,Nintendo,2014.0,0.08,0.04,0.23,0.01,0.35
Star Fox: Zero,Shooter,WiiU,Nintendo,2016.0,0.16,0.1,0.07,0.03,0.35
Bloody Roar 3,Fighting,PS2,Virgin Interactive,2001.0,0.15,0.11,0.05,0.04,0.35
Persona 2: Eternal Punishment,Role-Playing,PS,Atlus,2000.0,0.03,0.02,0.28,0.02,0.35
Pac-Man All-Stars,Fighting,PS3,Namco Bandai Games,2011.0,0.2,0.08,0.04,0.04,0.35
Sniper: Ghost Warrior 2,Shooter,PS3,City Interactive,2013.0,0.05,0.19,0.03,0.07,0.35
The Shoot,Shooter,PS3,Sony Computer Entertainment,2010.0,0.13,0.16,0.01,0.06,0.35
Guilty Gear X2,Fighting,PS2,Sammy Corporation,2002.0,0.09,0.07,0.16,0.02,0.35
Yu-Gi-Oh! 5D's Tag Force 5,Strategy,PSP,Konami Digital Entertainment,2010.0,0.13,0.05,0.14,0.03,0.35
EverGrace,Role-Playing,PS2,Ubisoft,2000.0,0.1,0.08,0.15,0.03,0.35
Naruto Shippuden: Ultimate Ninja Impact,Fighting,PSP,Namco Bandai Games,2011.0,0.09,0.07,0.15,0.04,0.35
Pirates of the Caribbean: At World's End,Action,DS,Disney Interactive Studios,2007.0,0.3,0.01,0.01,0.03,0.35
Dynasty Warriors 5 Empires,Action,PS2,Tecmo Koei,2006.0,0.11,0.09,0.12,0.03,0.34
Etrian Odyssey,Role-Playing,DS,Nintendo,2007.0,0.2,0.03,0.09,0.02,0.34
Classic NES Series: Ice Climber,Platform,GBA,Nintendo,2004.0,0.1,0.04,0.2,0.01,0.34
Tenchu Z,Action,X360,Microsoft Game Studios,2006.0,0.27,0.02,0.02,0.03,0.34
Monster Rancher 4,Simulation,PS2,Tecmo Koei,2003.0,0.08,0.06,0.19,0.02,0.34
Dynasty Warriors 6 Empires,Action,PS3,Tecmo Koei,2009.0,0.14,0.03,0.15,0.02,0.34
Silent Hill HD Collection,Action,PS3,Konami Digital Entertainment,2012.0,0.15,0.11,0.03,0.05,0.34
Point Blank,Shooter,PS,Sony Computer Entertainment,1997.0,0.05,0.03,0.23,0.02,0.34
Puzzle Quest: Challenge of the Warlords,Puzzle,DS,D3Publisher,2007.0,0.28,0.01,0.03,0.02,0.34
Star Ocean: Second Evolution,Role-Playing,PSP,Square Enix,2008.0,0.14,0.02,0.16,0.02,0.34
Dynasty Warriors: Gundam 2,Action,PS2,Namco Bandai Games,2008.0,0.04,0.03,0.25,0.01,0.34
Operation Flashpoint: Red River,Shooter,PS3,Codemasters,2011.0,0.06,0.15,0.07,0.05,0.33
Ninja Blade,Action,X360,Microsoft Game Studios,2009.0,0.14,0.14,0.02,0.03,0.33
Tokyo Highway Battle,Racing,PS,Jaleco,1996.0,0.06,0.04,0.21,0.02,0.33
Pandora's Tower,Role-Playing,Wii,Nintendo,2011.0,0.13,0.1,0.08,0.03,0.33
Binary Domain,Action,PS3,Sega,2012.0,0.09,0.08,0.14,0.03,0.33
The King of Fighters XIII,Fighting,X360,Rising Star Games,2011.0,0.23,0.07,0.01,0.03,0.33
Bomberman World,Puzzle,PS,Sony Computer Entertainment,1998.0,0.06,0.04,0.22,0.02,0.33
Street Fighter Alpha 3 MAX,Fighting,PSP,Capcom,2006.0,0.27,0.01,0.02,0.03,0.33
Planet Puzzle League,Puzzle,DS,Nintendo,2007.0,0.14,0.01,0.16,0.01,0.33
Klonoa 2: Lunatea's Veil,Platform,PS2,Sony Computer Entertainment,2001.0,0.12,0.1,0.08,0.03,0.33
Resonance of Fate,Role-Playing,X360,Sega,2010.0,0.12,0.13,0.06,0.03,0.33
Dead or Alive 5,Fighting,PS4,Tecmo Koei,2015.0,0.09,0.13,0.08,0.04,0.33
Classic NES Series: Castlevania,Platform,GBA,Nintendo,2004.0,0.17,0.06,0.09,0.01,0.33
Dragon Ball Z: Battle of Z,Fighting,PS3,Namco Bandai Games,2014.0,0.1,0.11,0.06,0.05,0.33
Way of the Samurai 2,Action,PS2,Capcom,2003.0,0.05,0.04,0.23,0.01,0.33
Battlestations: Pacific,Strategy,X360,Eidos Interactive,2009.0,0.17,0.12,0.01,0.03,0.33
Disgaea 2: Cursed Memories,Role-Playing,PS2,Tecmo Koei,2006.0,0.09,0.07,0.15,0.02,0.33
Clock Tower 3,Adventure,PS2,Capcom,2002.0,0.1,0.08,0.12,0.03,0.33
Elebits,Action,Wii,Konami Digital Entertainment,2006.0,0.22,0.01,0.08,0.02,0.33
Eternal Sonata,Role-Playing,X360,Atari,2007.0,0.19,0.04,0.08,0.02,0.33
NBA Live 96,Sports,PS,Electronic Arts,1996.0,0.16,0.11,0.04,0.02,0.33
Clash of the Titans,Action,PS3,Namco Bandai Games,2010.0,0.09,0.16,0.01,0.06,0.33
Folklore,Role-Playing,PS3,Sony Computer Entertainment,2007.0,0.2,0.05,0.05,0.03,0.33
Dragon Ball Z: Extreme Butoden,Fighting,3DS,Namco Bandai Games,2015.0,0.12,0.03,0.16,0.02,0.33
Dead Rising 2: Off the Record,Action,PS3,Capcom,2011.0,0.11,0.08,0.1,0.03,0.33
Dr. Mario / Puzzle League,Puzzle,GBA,Nintendo,2005.0,0.12,0.04,0.16,0.01,0.33
Bleach: Shattered Blade,Fighting,Wii,Sega,2006.0,0.22,0.01,0.08,0.02,0.33
God of War Collection,Action,PSV,Sony Computer Entertainment,2014.0,0.14,0.1,0.01,0.07,0.33
J Stars Victory Vs.,Fighting,PS3,Namco Bandai Games,2014.0,0.04,0.06,0.2,0.02,0.32
Resident Evil: Revelations 2,Action,PS3,Capcom,2015.0,0.06,0.08,0.16,0.03,0.32
Test Drive Unlimited,Racing,X360,Atari,2006.0,0.23,0.04,0.02,0.03,0.32
Dead or Alive 5,Fighting,X360,Ubisoft Annecy,2012.0,0.19,0.08,0.03,0.02,0.32
Shin Megami Tensei: Devil Survivor 2,Role-Playing,DS,Ghostlight,2011.0,0.17,0.01,0.12,0.01,0.32
Tekken 6,Fighting,PSP,Namco Bandai Games,2009.0,0.15,0.04,0.1,0.03,0.32
Beautiful Katamari,Puzzle,X360,Namco Bandai Games,2007.0,0.14,0.02,0.15,0.02,0.32
OverBlood,Action,PS,Electronic Arts,1996.0,0.05,0.04,0.21,0.02,0.32
Murdered: Soul Suspect,Action,PS4,Square Enix,2014.0,0.09,0.16,0.02,0.05,0.32
Harvest Moon: Back to Nature,Simulation,PS,Ubisoft,1999.0,0.11,0.07,0.12,0.02,0.32
Mirror's Edge Catalyst,Platform,PS4,Electronic Arts,2016.0,0.1,0.14,0.02,0.06,0.32
Romance of the Three Kingdoms VII,Strategy,PS2,Tecmo Koei,2000.0,0.08,0.06,0.16,0.02,0.32
Catherine,Adventure,X360,Deep Silver,2011.0,0.2,0.06,0.03,0.02,0.32
BlazBlue: Continuum Shift,Fighting,X360,PQube,2010.0,0.23,0.04,0.02,0.02,0.32
Resident Evil Archives: Resident Evil,Action,Wii,Capcom,2008.0,0.17,0.04,0.08,0.02,0.32
Bust-A-Move Universe,Puzzle,3DS,Square Enix,2011.0,0.08,0.15,0.06,0.03,0.31
Namco Museum: Virtual Arcade,Misc,X360,Atari,2008.0,0.27,0.01,0.01,0.02,0.31
Hatsune Miku: Project Mirai DX,Misc,3DS,Sega,2015.0,0.15,0.04,0.1,0.02,0.31
Homefront: The Revolution,Shooter,PS4,Deep Silver,2016.0,0.05,0.19,0.03,0.04,0.31
Einhänder,Shooter,PS,SquareSoft,1997.0,0.1,0.07,0.13,0.02,0.31
Armored Core: Silent Line,Simulation,PS2,Agetec,2003.0,0.07,0.06,0.16,0.02,0.31
Lord of Arcana,Role-Playing,PSP,Square Enix,2010.0,0.07,0.04,0.17,0.03,0.31
Goemon's Great Adventure,Platform,N64,Konami Digital Entertainment,1998.0,0.06,0.02,0.13,0.1,0.31
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,DS,Konami Digital Entertainment,2010.0,0.18,0.02,0.09,0.02,0.31
Little King's Story,Strategy,Wii,Rising Star Games,2009.0,0.15,0.11,0.02,0.02,0.31
The King of Fighters XIII,Fighting,PS3,Rising Star Games,2011.0,0.17,0.07,0.04,0.03,0.31
The Legend of Heroes: Trails of Cold Steel,Role-Playing,PSV,Nippon Ichi Software,2013.0,0.08,0.05,0.14,0.04,0.31
Fate/Extra,Role-Playing,PSP,Marvelous Interactive,2010.0,0.18,0.01,0.1,0.02,0.31
Silent Hill: Shattered Memories,Action,PSP,Konami Digital Entertainment,2010.0,0.09,0.13,0.01,0.08,0.31
Magna Carta 2,Role-Playing,X360,Banpresto,2009.0,0.13,0.08,0.07,0.02,0.3
One Piece: Unlimited World Red,Action,PS3,Namco Bandai Games,2014.0,0.09,0.12,0.06,0.05,0.3
Trauma Center: New Blood,Simulation,Wii,Nintendo,2007.0,0.22,0.04,0.01,0.03,0.3
Jumping Flash!,Platform,PS,Sony Computer Entertainment,1995.0,0.05,0.03,0.21,0.02,0.3
Tom Clancy's Splinter Cell 3D,Action,3DS,Ubisoft,2011.0,0.14,0.07,0.07,0.02,0.3
Dynasty Warriors 6,Action,X360,Tecmo Koei,2007.0,0.15,0.06,0.06,0.02,0.3
Dynasty Warriors 8: Xtreme Legends,Action,PS4,Tecmo Koei,2014.0,0.09,0.11,0.06,0.04,0.3
Toukiden Kiwami,Action,PSV,Tecmo Koei,2014.0,0.05,0.05,0.17,0.03,0.3
Sengoku Basara: Samurai Heroes,Action,Wii,Capcom,2010.0,0.08,0.02,0.2,0.01,0.3
Romance of the Three Kingdoms VIII,Strategy,PS2,Tecmo Koei,2002.0,0.05,0.04,0.19,0.01,0.3
Tropico 5,Simulation,PS4,Kalypso Media,2015.0,0.05,0.16,0.05,0.04,0.3
N3: Ninety-Nine Nights,Action,X360,Microsoft Game Studios,2006.0,0.2,0.03,0.05,0.02,0.3
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,PSP,Atlus,2011.0,0.13,0.03,0.11,0.03,0.3
Eternal Ring,Role-Playing,PS2,Ubisoft,2000.0,0.1,0.07,0.1,0.03,0.3
Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,3DS,Atlus,2012.0,0.13,0.02,0.14,0.01,0.3
Star Gladiator Episode: I Final Crusade,Fighting,PS,Virgin Interactive,1996.0,0.07,0.05,0.15,0.02,0.3
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS4,Square Enix,2016.0,0.06,0.07,0.14,0.02,0.3
Wanted: Weapons of Fate,Shooter,PS3,Warner Bros. Interactive Entertainment,2009.0,0.14,0.1,0.01,0.05,0.3
Trace Memory,Adventure,DS,Nintendo,2005.0,0.15,0.01,0.12,0.01,0.3
Front Mission Evolved,Shooter,PS3,Square Enix,2010.0,0.09,0.07,0.11,0.03,0.29
NieR,Role-Playing,X360,Square Enix,2010.0,0.13,0.1,0.04,0.02,0.29
Soul Sacrifice Delta,Action,PSV,Sony Computer Entertainment,2014.0,0.01,0.12,0.12,0.04,0.29
The Amazing Spider-Man 2 (2014),Action,PS3,Activision,2014.0,0.06,0.16,0.02,0.05,0.29
Dynasty Warriors: Strikeforce,Action,PS3,Tecmo Koei,2009.0,0.11,0.08,0.07,0.03,0.29
Lupin the 3rd: Treasure of the Sorcerer King,Adventure,PS2,505 Games,2002.0,0.02,0.02,0.25,0.01,0.29
Majin and the Forsaken Kingdom,Adventure,PS3,Namco Bandai Games,2010.0,0.09,0.14,0.01,0.05,0.29
Kagero: Deception II,Strategy,PS,Virgin Interactive,1998.0,0.03,0.02,0.22,0.02,0.29
Ratchet & Clank: Size Matters,Platform,PS2,Sony Computer Entertainment,2008.0,0.13,0.1,0.03,0.03,0.29
Need for Speed: The Run,Action,Wii,Electronic Arts,2011.0,0.13,0.13,0.01,0.03,0.29
Starhawk,Action,PS3,Sony Computer Entertainment,2012.0,0.18,0.05,0.03,0.03,0.29
Ace Combat: Joint Assault,Simulation,PSP,Namco Bandai Games,2010.0,0.06,0.05,0.15,0.03,0.29
Ys: Memories of Celceta,Action,PSV,Nihon Falcom Corporation,2012.0,0.15,0.01,0.1,0.04,0.29
Bladestorm: The Hundred Years' War,Action,PS3,Tecmo Koei,2007.0,0.1,0.03,0.14,0.02,0.29
Dead Rising: Chop Till You Drop,Action,Wii,Capcom,2009.0,0.15,0.07,0.05,0.02,0.29
Operation Flashpoint: Red River,Shooter,X360,Codemasters,2011.0,0.1,0.15,0.01,0.03,0.29
"Sakura Wars: So Long, My Love",Role-Playing,PS2,Sega,2005.0,0.07,0.05,0.15,0.02,0.29
Dynasty Tactics,Strategy,PS2,Tecmo Koei,2002.0,0.06,0.05,0.16,0.02,0.29
Lightning Returns: Final Fantasy XIII,Role-Playing,X360,Square Enix,2013.0,0.15,0.1,0.01,0.02,0.29
Namco Museum Vol.2,Misc,PS,Sony Computer Entertainment,1996.0,0.03,0.02,0.21,0.02,0.29
El Shaddai: Ascension of the Metatron,Action,PS3,Ignition Entertainment,2011.0,0.11,0.07,0.08,0.03,0.29
Tales of Phantasia,Role-Playing,GBA,Nintendo,2003.0,0.08,0.03,0.17,0.01,0.29
DeathSmiles,Shooter,X360,Rising Star Games,2009.0,0.15,0.06,0.05,0.02,0.28
Shadow Hearts,Role-Playing,PS2,Midway Games,2001.0,0.09,0.07,0.1,0.02,0.28
One Piece: Burning Blood,Fighting,PS4,Namco Bandai Games,2016.0,0.1,0.08,0.07,0.04,0.28
Pro Evolution Soccer 2017,Sports,PS4,Konami Digital Entertainment,2016.0,0.01,0.16,0.09,0.03,0.28
Dead to Rights: Retribution,Shooter,PS3,Namco Bandai Games,2010.0,0.1,0.12,0.02,0.05,0.28
Yu-Gi-Oh! World Championship 2008,Strategy,DS,Konami Digital Entertainment,2007.0,0.13,0.02,0.12,0.01,0.28
Army of Two: The Devil's Cartel,Shooter,PS3,Electronic Arts,2013.0,0.11,0.11,0.01,0.05,0.28
Driver: Parallel Lines,Racing,PS2,Atari,2006.0,0.12,0.1,0.03,0.03,0.28
Virtua Fighter 5 Online,Fighting,X360,Sega,2007.0,0.2,0.03,0.03,0.02,0.28
Dead or Alive,Fighting,PS,Sony Computer Entertainment,1998.0,0.09,0.06,0.1,0.02,0.28
Bionic Commando,Platform,X360,Capcom,2009.0,0.12,0.12,0.01,0.03,0.28
Mega Man 7,Platform,SNES,Laguna,1995.0,0.03,0.01,0.23,0.01,0.28
Shadows of the Damned,Action,PS3,Electronic Arts,2011.0,0.11,0.09,0.04,0.04,0.28
Danganronpa Another Episode: Ultra Despair Girls,Action,PSV,Nippon Ichi Software,2014.0,0.1,0.03,0.12,0.04,0.28
Mister Mosquito,Shooter,PS2,Eidos Interactive,2001.0,0.05,0.04,0.17,0.01,0.28
Patapon 3,Misc,PSP,Sony Computer Entertainment,2011.0,0.05,0.04,0.17,0.02,0.28
Puppeteer,Platform,PS3,Sony Computer Entertainment Europe,2013.0,0.11,0.1,0.02,0.04,0.28
Armored Core: Project Phantasma,Simulation,PS,From Software,1997.0,0.06,0.04,0.15,0.02,0.28
Dynasty Warriors,Action,PS,Tecmo Koei,1997.0,0.09,0.06,0.11,0.02,0.27
Suikoden Tierkreis,Role-Playing,DS,Konami Digital Entertainment,2008.0,0.09,0.01,0.15,0.01,0.27
Dragon Ball GT: Final Bout,Fighting,PS,Namco Bandai Games,1997.0,0.02,0.02,0.22,0.02,0.27
Divinity: Original Sin,Role-Playing,PS4,Focus Home Interactive,2015.0,0.09,0.12,0.02,0.04,0.27
Resident Evil: Deadly Silence,Action,DS,Capcom,2006.0,0.12,0.03,0.11,0.01,0.27
Rhythm Thief & the Emperor's Treasure,Misc,3DS,Sega,2012.0,0.07,0.07,0.12,0.01,0.27
Disgaea 5: Alliance of Vengeance,Role-Playing,PS4,Nippon Ichi Software,2015.0,0.1,0.08,0.06,0.04,0.27
MotoGP,Racing,PS2,Namco Bandai Games,2000.0,0.06,0.05,0.14,0.02,0.27
Resident Evil: Revelations,Action,X360,Capcom,2013.0,0.12,0.11,0.02,0.02,0.27
F1 2016 (Codemasters),Racing,PS4,Codemasters,2016.0,0.01,0.21,0.01,0.04,0.27
Battle Arena Toshinden 3,Fighting,PS,Sony Computer Entertainment,1996.0,0.06,0.04,0.14,0.02,0.27
Ninja Gaiden Sigma,Action,PSV,Tecmo Koei,2012.0,0.13,0.06,0.04,0.04,0.27
Dynasty Warriors Next,Action,PSV,Tecmo Koei,2011.0,0.06,0.07,0.11,0.03,0.27
Dynasty Warriors 7: Xtreme Legends,Action,PS3,Tecmo Koei,2011.0,0.04,0.05,0.16,0.02,0.27
Atelier Ayesha: The Alchemist of Dusk,Role-Playing,PS3,Tecmo Koei,2012.0,0.06,0.04,0.14,0.02,0.27
Dragon Ball Z: Tenkaichi Tag Team,Fighting,PSP,Namco Bandai Games,2010.0,0.11,0.04,0.09,0.03,0.27
Lowrider,Misc,PS2,Pacific Century Cyber Works,2002.0,0.11,0.09,0.03,0.03,0.26
Panzer Dragoon Orta,Shooter,XB,Sega,2002.0,0.16,0.05,0.04,0.01,0.26
King's Field II,Role-Playing,PS,From Software,1996.0,0.08,0.06,0.11,0.02,0.26
Beyblade: Metal Fusion,Role-Playing,DS,Hudson Soft,2009.0,0.08,0.03,0.14,0.01,0.26
Phantasy Star Universe: Ambition of the Illuminus,Role-Playing,PS2,Sega,2007.0,0.1,0.08,0.05,0.03,0.26
Lumines: Electronic Symphony,Misc,PSV,Ubisoft,2012.0,0.11,0.1,0.01,0.05,0.26
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,Wii,Square Enix,2009.0,0.13,0.06,0.05,0.02,0.26
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,Misc,GBA,Konami Digital Entertainment,2006.0,0.14,0.05,0.07,0.01,0.26
Etrian Odyssey Untold: The Millennium Girl,Role-Playing,3DS,Atlus,2013.0,0.1,0.01,0.14,0.01,0.26
Bust A Groove 2,Misc,PS,Enix Corporation,1999.0,0.04,0.03,0.18,0.02,0.26
Juiced 2: Hot Import Nights,Racing,PS3,THQ,2007.0,0.18,0.04,0.01,0.03,0.26
Armored Core: Nexus,Simulation,PS2,Indie Games,2004.0,0.06,0.05,0.14,0.02,0.26
Polarium,Puzzle,DS,Nintendo,2004.0,0.13,0.01,0.11,0.01,0.26
Classic NES Series: Bomberman,Action,GBA,Nintendo,2004.0,0.1,0.04,0.11,0.01,0.26
Dead or Alive Xtreme 2,Sports,X360,Tecmo Koei,2006.0,0.15,0.03,0.06,0.02,0.26
Hunted: The Demon's Forge,Action,PS3,Bethesda Softworks,2011.0,0.12,0.08,0.02,0.04,0.26
Armored Core: Master of Arena,Simulation,PS,From Software,1999.0,0.07,0.05,0.13,0.02,0.26
Mario & Sonic at the Rio 2016 Olympic Games,Action,WiiU,Nintendo,2016.0,0.03,0.11,0.1,0.01,0.26
Bomberman Generation,Adventure,GC,Vivendi Games,2002.0,0.15,0.04,0.06,0.01,0.25
Resident Evil Archives: Resident Evil Zero,Action,Wii,Capcom,2008.0,0.14,0.04,0.06,0.02,0.25
Zoo Resort 3D,Simulation,3DS,Ubisoft,2011.0,0.11,0.09,0.03,0.02,0.25
Hatsune Miku: Project Diva F 2nd,Misc,PS3,Sega,2014.0,0.09,0.04,0.1,0.03,0.25
Birds of Steel,Simulation,PS3,Konami Digital Entertainment,2012.0,0.1,0.09,0.02,0.04,0.25
Bomberman Tournament,Puzzle,GBA,Activision,2001.0,0.1,0.04,0.1,0.01,0.25
The Legend of Legacy,Role-Playing,3DS,FuRyu,2015.0,0.11,0.02,0.1,0.01,0.25
Disgaea 2: Dark Hero Days,Role-Playing,PSP,Nippon Ichi Software,2009.0,0.1,0.01,0.12,0.02,0.25
Devil Kings,Action,PS2,Capcom,2005.0,0.03,0.03,0.18,0.01,0.25
Ninja Gaiden 3,Action,X360,Tecmo Koei,2012.0,0.16,0.05,0.03,0.02,0.25
Armored Core 4,Simulation,X360,505 Games,2007.0,0.19,0.01,0.03,0.02,0.25
We Love Golf!,Sports,Wii,Capcom,2007.0,0.2,0.01,0.03,0.02,0.25
Jumping Flash! 2,Platform,PS,Sony Computer Entertainment,1996.0,0.05,0.03,0.15,0.02,0.25
Classic NES Series: Excitebike,Racing,GBA,Nintendo,2004.0,0.11,0.04,0.1,0.01,0.25
Classic NES Series: Xevious,Shooter,GBA,Nintendo,2004.0,0.08,0.03,0.12,0.01,0.25
